species,lat,lon,country,year
Heosemys annandalii,14.567334,101.225103,Thailand,2026
Heosemys annandalii,14.182892,100.608396,Thailand,2026
Heosemys annandalii,13.619649,100.529818,Thailand,2026
Heosemys annandalii,13.942645,100.524226,Thailand,2026
Heosemys annandalii,13.63624,100.562888,Thailand,2026
Heosemys annandalii,13.993468,100.589612,Thailand,2026
Heosemys annandalii,13.705848,100.736132,Thailand,2026
Heosemys annandalii,13.741833,100.454103,Thailand,2026
Heosemys annandalii,13.99764,100.544282,Thailand,2026
Heosemys annandalii,14.262621,100.562929,Thailand,2026
Heosemys annandalii,13.689161,100.612974,Thailand,2026
Heosemys annandalii,14.199722,100.768763,Thailand,2026
Heosemys annandalii,13.644099,100.42938,Thailand,2026
Heosemys annandalii,13.691056,100.421276,Thailand,2026
Heosemys annandalii,14.416267,101.280443,Thailand,2026
Heosemys annandalii,13.697948,100.770951,Thailand,2026
Heosemys annandalii,13.808868,100.551277,Thailand,2026
Heosemys annandalii,14.36248,100.592034,Thailand,2026
Heosemys annandalii,14.211995,100.548975,Thailand,2026
Heosemys annandalii,13.757831,100.689012,Thailand,2026
Heosemys annandalii,14.58678,101.291892,Thailand,2026
Heosemys annandalii,13.943658,100.560127,Thailand,2026
Heosemys annandalii,14.432562,101.239397,Thailand,2026
Heosemys annandalii,14.516685,101.367255,Thailand,2026
Heosemys annandalii,13.848179,100.416548,Thailand,2026
Heosemys annandalii,14.394988,100.418662,Thailand,2026
Heosemys annandalii,17.886945,101.711136,Thailand,2026
Heosemys annandalii,14.4795,101.338514,Thailand,2026
Heosemys annandalii,13.953688,99.606392,Thailand,2026
Heosemys annandalii,12.768406,102.13738,Thailand,2026
Heosemys annandalii,13.749002,100.246423,Thailand,2026
Heosemys annandalii,13.614623,100.687114,Thailand,2026
Heosemys annandalii,14.774844,100.504917,Thailand,2026
Heosemys annandalii,14.425624,100.860657,Thailand,2026
Heosemys annandalii,14.404673,101.396024,Thailand,2026
Heosemys annandalii,15.962098,108.252005,Viet Nam,2025
Heosemys annandalii,16.197416,108.387599,Viet Nam,2025
Heosemys annandalii,14.301772,100.422683,Thailand,2025
Heosemys annandalii,13.871043,100.425268,Thailand,2025
Heosemys annandalii,14.35424,100.469956,Thailand,2025
Heosemys annandalii,14.919599,100.498491,Thailand,2025
Heosemys annandalii,13.780297,100.490416,Thailand,2025
Heosemys annandalii,12.630601,101.365434,Thailand,2025
Heosemys annandalii,16.164249,108.278232,Viet Nam,2025
Heosemys annandalii,14.018965,100.714154,Thailand,2025
Heosemys annandalii,14.279604,101.471193,Thailand,2025
Heosemys annandalii,22.283036,113.571738,China,2025
Heosemys annandalii,10.386135,103.866686,Viet Nam,2025
Heosemys annandalii,16.282873,102.0292,Thailand,2025
Heosemys annandalii,14.944315,100.923769,Thailand,2025
Heosemys annandalii,16.180826,103.464597,Thailand,2025
Heosemys annandalii,15.007338,102.043363,Thailand,2025
Heosemys annandalii,13.964847,100.435982,Thailand,2025
Heosemys annandalii,14.061537,100.530068,Thailand,2025
Heosemys annandalii,21.118986,105.832409,Viet Nam,2025
Heosemys annandalii,15.459368,103.840872,Thailand,2025
Heosemys annandalii,14.277655,100.548436,Thailand,2025
Heosemys annandalii,13.523673,100.785196,Thailand,2025
Heosemys annandalii,14.491306,101.244479,Thailand,2025
Heosemys annandalii,7.064548,100.506634,Thailand,2025
Heosemys annandalii,13.400842,99.678372,Thailand,2024
Heosemys annandalii,10.944289,106.883832,Viet Nam,2024
Heosemys annandalii,14.388164,101.51997,Thailand,2024
Heosemys annandalii,14.558554,101.380316,Thailand,2024
Heosemys annandalii,13.00602,99.833311,Thailand,2024
Heosemys annandalii,13.684655,100.895058,Thailand,2024
Heosemys annandalii,13.733731,101.099808,Thailand,2024
Heosemys annandalii,28.058432,107.049655,China,2024
Heosemys annandalii,12.645985,101.220307,Thailand,2024
Heosemys annandalii,14.128383,100.662766,Thailand,2024
Heosemys annandalii,14.34621,101.406191,Thailand,2024
Heosemys annandalii,12.943314,99.473061,Thailand,2024
Heosemys annandalii,11.494619,107.594153,Viet Nam,2024
Hubbsina turneri,19.823717,-101.789156,Mexico,2019.0
Hubbsina turneri,19.8744,-101.479519,Mexico,2013.0
Hubbsina turneri,19.406039,-101.601642,Mexico,2007.0
Hubbsina turneri,19.598056,-101.285,Mexico,2005.0
Hubbsina turneri,19.872778,-100.975556,Mexico,2005.0
Hubbsina turneri,19.920833,-101.137778,Mexico,2005.0
Hubbsina turneri,19.490278,-101.463889,Mexico,2003.0
Hubbsina turneri,18.680286,-101.007111,Mexico,1992.0
Hubbsina turneri,19.821944,-100.838889,Mexico,1992.0
Hubbsina turneri,19.958039,-100.899592,Mexico,1991.0
Hubbsina turneri,19.739028,-101.132972,Mexico,1980.0
Hubbsina turneri,19.880461,-100.871028,Mexico,1979.0
Hubbsina turneri,20.086019,-101.154617,Mexico,1979.0
Hubbsina turneri,19.966667,-100.083333,Mexico,1976.0
Hubbsina turneri,19.905278,-101.315833,Mexico,1973.0
Hubbsina turneri,20.3,-101.25,Mexico,1969.0
Hubbsina turneri,19.966667,-101.083333,Mexico,1969.0
Hubbsina turneri,19.75,-101.2,Mexico,1969.0
Hubbsina turneri,20.058889,-101.137222,Mexico,1963.0
Hubbsina turneri,19.660556,-101.278889,Mexico,1963.0
Hubbsina turneri,19.962778,-101.188611,Mexico,1957.0
Hubbsina turneri,19.6125,-101.221111,Mexico,1945.0
Indotestudo forstenii,-1.512589,121.461771,Indonesia,2025
Indotestudo forstenii,-1.530447,121.438288,Indonesia,2025
Indotestudo forstenii,23.36,93.0,India,2012
Indotestudo forstenii,23.43,92.43,India,2009
Pangshura sylhetensis,26.467525,92.883719,India,2026
Pangshura sylhetensis,26.764557,93.216844,India,2026
Pangshura sylhetensis,26.729356,93.289977,India,2025
Pangshura sylhetensis,26.715223,93.394295,India,2025
Pangshura sylhetensis,26.798588,93.392571,India,2025
Pangshura sylhetensis,26.651314,93.23231,India,2025
Pangshura sylhetensis,26.619547,93.203856,India,2024
Pangshura sylhetensis,26.376271,91.825022,India,2024
Pangshura sylhetensis,26.525281,92.993808,India,2024
Pangshura sylhetensis,26.54246,93.092636,India,2024
Pangshura sylhetensis,26.633394,93.357797,India,2024
Pangshura sylhetensis,26.620236,93.266218,India,2024
Pangshura sylhetensis,26.877788,94.250104,India,2024
Pangshura sylhetensis,27.041234,94.587597,India,2024
Pangshura sylhetensis,26.53828,92.818445,India,2023
Pangshura sylhetensis,26.19689,92.737917,India,2023
Pangshura sylhetensis,26.415256,93.370183,India,2023
Pangshura sylhetensis,26.556971,92.904455,India,2022
Pangshura sylhetensis,26.972576,93.515133,India,2022
Pangshura sylhetensis,26.03634,92.797148,India,2021
Pangshura sylhetensis,26.556815,92.327902,India,2020
Pangshura sylhetensis,26.784441,93.491241,India,2020
Pangshura sylhetensis,26.729164,93.556073,India,2020
Pangshura sylhetensis,26.1706,91.6792,India,2020
Pangshura sylhetensis,26.924287,92.827413,India,2019
Pangshura sylhetensis,26.498229,92.677574,India,2018
Pangshura sylhetensis,27.5,96.24,India,2018
Pangshura sylhetensis,26.7267,93.1479,India,2017
Pangshura sylhetensis,27.654338,95.364075,India,2016
Pangshura sylhetensis,26.783679,92.940869,India,2016
Pangshura sylhetensis,21.393527,92.609649,Bangladesh,2015
Pangshura sylhetensis,26.425004,93.163025,India,2014
Pangshura sylhetensis,26.417859,93.114021,India,2014
Pangshura sylhetensis,26.559469,93.104962,India,2014
Pangshura sylhetensis,26.439929,92.965762,India,2014
Pangshura sylhetensis,26.086087,92.638092,India,2014
Pangshura sylhetensis,26.932489,92.877664,India,2013
Pangshura sylhetensis,26.737705,93.511439,India,2011
Pangshura sylhetensis,23.5,91.25,India,2011
Pangshura sylhetensis,26.618341,93.464928,India,2009
Ameca splendens,20.430062,-103.311707,Mexico,2025.0
Ameca splendens,20.587762,-103.337364,Mexico,2023.0
Ameca splendens,20.677649,-103.843834,Mexico,2023.0
Ameca splendens,20.771147,-103.897764,Mexico,2013.0
Ameca splendens,19.958647,-103.517064,Mexico,2010.0
Ameca splendens,20.901089,-104.079167,Mexico,2010.0
Ameca splendens,20.823239,-104.119567,Mexico,2008.0
Ameca splendens,19.953464,-103.611033,Mexico,2007.0
Ameca splendens,20.671197,-103.873058,Mexico,2005.0
Ameca splendens,36.377676,-114.443702,United States of America,1982.0
Ameca splendens,20.8,-103.75,Mexico,1978.0
Ameca splendens,20.644722,-103.852778,Mexico,1970.0
Ameca splendens,20.633333,-103.75,Mexico,1966.0
Ameca splendens,20.633333,-104.0,Mexico,1949.0
Ameca splendens,20.546389,-103.907617,Mexico,1949.0
Ameca splendens,36.767387,137.46935,Japan,
Obovaria haddletoni,30.775801,-85.827698,United States of America,1963.0
Obovaria haddletoni,34.03327,-87.33686,United States of America,1961.0
Obovaria haddletoni,31.3667,-85.5333,United States of America,1956.0
Lemiox rimosus,35.425586,-86.714311,United States of America,2025.0
Lemiox rimosus,35.555802,-86.831538,United States of America,2025.0
Lemiox rimosus,35.593696,-86.610533,United States of America,2025.0
Lemiox rimosus,35.451305,-86.686046,United States of America,2025.0
Lemiox rimosus,35.553381,-86.698777,United States of America,2025.0
Lemiox rimosus,35.520873,-86.60675,United States of America,2025.0
Lemiox rimosus,35.581447,-86.986071,United States of America,2025.0
Lemiox rimosus,35.419728,-86.884505,United States of America,2025.0
Lemiox rimosus,35.4165,-86.647483,United States of America,2025.0
Lemiox rimosus,35.514098,-86.978521,United States of America,2025.0
Lemiox rimosus,35.540903,-86.763206,United States of America,2025.0
Lemiox rimosus,35.473931,-86.85698,United States of America,2025.0
Lemiox rimosus,35.718716,-86.922092,United States of America,2024.0
Lemiox rimosus,34.700657,-86.372086,United States of America,2024.0
Lemiox rimosus,35.424413,-86.774785,United States of America,2024.0
Lemiox rimosus,34.685953,-86.215285,United States of America,2024.0
Lemiox rimosus,36.09815,-83.05237,United States of America,2024.0
Lemiox rimosus,35.571512,-86.877325,United States of America,2023.0
Lemiox rimosus,34.513262,-86.291607,United States of America,2023.0
Lemiox rimosus,34.703122,-86.335656,United States of America,2023.0
Lemiox rimosus,34.405043,-86.250818,United States of America,2023.0
Lemiox rimosus,34.495822,-86.370463,United States of America,2023.0
Lemiox rimosus,36.096707,-83.833955,United States of America,2020.0
Lemiox rimosus,35.528209,-86.347706,United States of America,2019.0
Lemiox rimosus,36.56985,-83.04212,United States of America,2010.0
Lemiox rimosus,35.5853,-85.7868,United States of America,2007.0
Lemiox rimosus,36.60395,-86.84768,United States of America,2006.0
Lemiox rimosus,35.35129,-86.47206,United States of America,2005.0
Lemiox rimosus,36.519722,-83.190834,United States of America,2001.0
Lemiox rimosus,36.498612,-83.257225,United States of America,2001.0
Lemiox rimosus,35.58157,-87.74691,United States of America,1995.0
Lemiox rimosus,35.94201,-87.93392,United States of America,1989.0
Lemiox rimosus,36.6731,-82.7464,United States of America,1989.0
Lemiox rimosus,36.55,-82.57,United States of America,1984.0
Lemiox rimosus,36.5,-83.67,United States of America,1983.0
Lemiox rimosus,36.77454,-82.58682,United States of America,1983.0
Lemiox rimosus,36.6161,-83.2979,United States of America,1983.0
Lemiox rimosus,36.7292,-82.6208,United States of America,1981.0
Lemiox rimosus,36.6423,-82.7708,United States of America,1980.0
Lemiox rimosus,36.6631,-82.7517,United States of America,1980.0
Lemiox rimosus,36.93,-82.15,United States of America,1979.0
Lemiox rimosus,36.8769,-82.4222,United States of America,1977.0
Lemiox rimosus,36.45,-83.57,United States of America,1975.0
Lemiox rimosus,36.57,-83.37,United States of America,1975.0
Lemiox rimosus,36.3917,-83.4597,United States of America,1974.0
Lemiox rimosus,36.7306,-82.476,United States of America,1973.0
Lemiox rimosus,36.6377,-82.7492,United States of America,1973.0
Lemiox rimosus,37.0875,-81.8092,United States of America,1971.0
Lemiox rimosus,36.5,-83.5,United States of America,1971.0
Lemiox rimosus,36.535058,-83.447316,United States of America,1969.0
Lemiox rimosus,36.5517,-83.0636,United States of America,1967.0
Lemiox rimosus,36.541534,-83.133422,United States of America,1967.0
Lemiox rimosus,37.73,-73.68,United States of America,1965.0
Lemiox rimosus,36.995736,-81.943283,United States of America,1965.0
Lemiox rimosus,36.831143,-82.46192,United States of America,1963.0
Lemiox rimosus,36.6675,-83.089401,United States of America,1933.0
Lemiox rimosus,35.144199,-86.5672,United States of America,1931.0
Lemiox rimosus,36.543598,-83.634399,United States of America,1928.0
Lemiox rimosus,36.1033,-84.1319,United States of America,1909.0
Lemiox rimosus,36.35,-83.08,United States of America,1900.0
Lemiox rimosus,34.95,-85.71,United States of America,
Lemiox rimosus,34.5,-86.53,United States of America,
Lemiox rimosus,36.67013,-82.94459,United States of America,
Lemiox rimosus,36.31262,-81.99151,United States of America,
Lemiox rimosus,34.7312,-87.70253,United States of America,
Lemiox rimosus,37.06728,-88.56477,United States of America,
Lemiox rimosus,36.08204,-83.22905,United States of America,
Lemiox rimosus,35.95925,-83.85018,United States of America,
Lemiox rimosus,35.88147,-83.98741,United States of America,
Lemiox rimosus,37.14339,-88.40754,United States of America,
Lemiox rimosus,36.03175,-84.02797,United States of America,
Lemiox rimosus,36.0323,-84.1677,United States of America,
Lemiox rimosus,28.2667,-82.0833,United States of America,
Lemiox rimosus,34.7998,-87.6773,United States of America,
Lemiox rimosus,36.5745,-85.1288,United States of America,
Lemiox rimosus,36.3667,-83.9667,United States of America,
Lemiox rimosus,36.2879,-83.8375,United States of America,
Lemiox rimosus,32.352924,-85.247993,United States of America,
Lemiox rimosus,36.374401,-83.011902,United States of America,
Lemiox rimosus,36.336498,-83.742699,United States of America,
Lemiox rimosus,34.825001,-87.550301,United States of America,
Lemiox rimosus,36.7742,-82.084396,United States of America,
Lemiox rimosus,35.3813,-84.9541,United States of America,
Malacochersus tornieri,-3.717314,35.886994,"Tanzania, United Republic of",2025.0
Malacochersus tornieri,-7.810887,36.712548,"Tanzania, United Republic of",2025.0
Malacochersus tornieri,-3.630322,35.955639,"Tanzania, United Republic of",2025.0
Malacochersus tornieri,-3.669863,35.994466,"Tanzania, United Republic of",2025.0
Malacochersus tornieri,0.780941,38.446967,Kenya,2024.0
Malacochersus tornieri,-3.913781,35.759473,"Tanzania, United Republic of",2024.0
Malacochersus tornieri,-3.869457,35.639537,"Tanzania, United Republic of",2024.0
Malacochersus tornieri,-2.896213,35.567487,"Tanzania, United Republic of",2023.0
Malacochersus tornieri,-3.646539,35.915839,"Tanzania, United Republic of",2023.0
Malacochersus tornieri,-3.855894,35.877471,"Tanzania, United Republic of",2023.0
Malacochersus tornieri,0.733577,37.406427,Kenya,2023.0
Malacochersus tornieri,-3.664744,33.446583,"Tanzania, United Republic of",2022.0
Malacochersus tornieri,50.11615,8.701043,Germany,2020.0
Malacochersus tornieri,-7.712988,34.896816,"Tanzania, United Republic of",2019.0
Malacochersus tornieri,-0.643735,35.033495,Kenya,2019.0
Malacochersus tornieri,-15.419233,28.363491,Zambia,2019.0
Malacochersus tornieri,-7.723782,35.084283,"Tanzania, United Republic of",2019.0
Malacochersus tornieri,1.125,37.375,Kenya,2019.0
Malacochersus tornieri,1.222122,37.302947,Kenya,2019.0
Malacochersus tornieri,-3.927827,35.226863,"Tanzania, United Republic of",2018.0
Malacochersus tornieri,-3.757179,36.187193,"Tanzania, United Republic of",2018.0
Malacochersus tornieri,-3.724428,36.091377,"Tanzania, United Republic of",2018.0
Malacochersus tornieri,-7.793881,35.744973,"Tanzania, United Republic of",2018.0
Malacochersus tornieri,0.689918,37.953094,Kenya,2017.0
Malacochersus tornieri,-3.565507,35.748138,"Tanzania, United Republic of",2016.0
Malacochersus tornieri,-2.619326,34.747009,"Tanzania, United Republic of",2016.0
Malacochersus tornieri,-3.608029,36.056922,"Tanzania, United Republic of",2016.0
Malacochersus tornieri,-3.980412,35.005187,"Tanzania, United Republic of",2014.0
Malacochersus tornieri,21.27109,-157.821478,United States of America,2007.0
Malacochersus tornieri,0.885862,37.456641,Kenya,2005.0
Malacochersus tornieri,-1.6636,38.3253,Kenya,2002.0
Malacochersus tornieri,-0.9591,39.0527,Kenya,2002.0
Malacochersus tornieri,-0.0175,38.0809,Kenya,2001.0
Malacochersus tornieri,-1.367,38.0106,Kenya,2001.0
Malacochersus tornieri,-1.85,38.2167,Kenya,2001.0
Malacochersus tornieri,-1.268,38.5836,Kenya,2001.0
Malacochersus tornieri,-3.625195,36.540581,"Tanzania, United Republic of",1997.0
Malacochersus tornieri,1.58,37.11,Kenya,1971.0
Malacochersus tornieri,-0.933333,38.666667,Kenya,1971.0
Malacochersus tornieri,-3.216667,40.1,Kenya,1970.0
Malacochersus tornieri,1.0,38.0,Kenya,1970.0
Malacochersus tornieri,-3.23333,36.75,"Tanzania, United Republic of",1960.0
Malacochersus tornieri,-3.33,36.89,"Tanzania, United Republic of",1959.0
Malacochersus tornieri,-3.58333,35.8333,"Tanzania, United Republic of",1958.0
Malacochersus tornieri,-5.233333,35.433333,"Tanzania, United Republic of",1947.0
Malacochersus tornieri,-4.88333,34.15,"Tanzania, United Republic of",1929.0
Malacochersus tornieri,-6.18333,35.75,"Tanzania, United Republic of",1926.0
Malacochersus tornieri,-4.9,35.78333,"Tanzania, United Republic of",1926.0
Malacochersus tornieri,-6.83333,36.98333,"Tanzania, United Republic of",1922.0
Malacochersus tornieri,-5.01667,32.8,"Tanzania, United Republic of",1921.0
Malacochersus tornieri,-6.11667,35.5,"Tanzania, United Republic of",1918.0
Malacochersus tornieri,2.15,36.77,Kenya,
Malacochersus tornieri,-1.5075,37.9609,Kenya,
Margaritifera hembeli,31.154026,-92.550058,United States of America,2025.0
Margaritifera hembeli,31.26011,-92.476894,United States of America,2025.0
Margaritifera hembeli,31.063451,-92.550487,United States of America,2025.0
Margaritifera hembeli,31.376723,-92.541059,United States of America,2025.0
Margaritifera hembeli,31.227741,-92.497831,United States of America,2025.0
Margaritifera hembeli,31.293015,-92.745914,United States of America,2025.0
Margaritifera hembeli,31.114093,-92.405819,United States of America,2025.0
Margaritifera hembeli,31.046362,-92.554631,United States of America,2024.0
Margaritifera hembeli,31.386467,-92.425102,United States of America,2023.0
Margaritifera hembeli,31.328437,-92.574573,United States of America,2021.0
Margaritifera hembeli,31.131446,-92.524361,United States of America,2020.0
Margaritifera hembeli,31.79422,-92.617452,United States of America,2020.0
Margaritifera hembeli,31.035876,-92.405299,United States of America,2019.0
Margaritifera hembeli,30.312224,-90.959183,United States of America,1998.0
Margaritifera hembeli,31.489898,-92.518157,United States of America,1998.0
Margaritifera hembeli,31.62,-92.62,United States of America,1991.0
Margaritifera hembeli,31.4068,-87.0824,United States of America,1988.0
Margaritifera hembeli,32.18,-93.05,United States of America,1974.0
Margaritifera hembeli,31.4335,-86.95692,United States of America,1917.0
Margaritifera hembeli,31.516001,-87.274101,United States of America,1917.0
Margaritifera hembeli,30.0,-90.05,United States of America,
Margaritifera hembeli,31.01935,-91.7479,United States of America,
Margaritifera hembeli,31.09657,-87.07608,United States of America,
Margaritifera hembeli,31.5535,-87.16026,United States of America,
Margaritifera hembeli,29.954649,-90.075073,United States of America,
Margaritifera hembeli,38.82081,-96.33162,United States of America,
Margaritifera hembeli,31.5333,-87.15,United States of America,
Medionidus walkeri,29.89993,-82.91713,United States of America,2014.0
Medionidus walkeri,30.28771,-83.23125,United States of America,2014.0
Medionidus walkeri,29.96824,-82.95566,United States of America,2014.0
Medionidus walkeri,29.84202,-82.89171,United States of America,2014.0
Medionidus walkeri,29.95457,-82.92887,United States of America,2013.0
Medionidus walkeri,29.86492,-82.73998,United States of America,2012.0
Medionidus walkeri,29.852167,-82.611383,United States of America,2001.0
Medionidus walkeri,29.926833,-82.41083,United States of America,1990.0
Medionidus walkeri,29.9985,-82.2739,United States of America,1988.0
Medionidus walkeri,30.400332,-83.163372,United States of America,1961.0
Medionidus walkeri,29.5851,-82.9525,United States of America,1955.0
Medionidus walkeri,30.58714,-84.58325,United States of America,1934.0
Medionidus walkeri,30.5511,-84.4117,United States of America,1934.0
Medionidus walkeri,30.2444,-83.249397,United States of America,1897.0
Medionidus walkeri,30.47,-83.41,United States of America,
Medionidus walkeri,29.591087,-82.937784,United States of America,
Medionidus walkeri,31.45,-83.9167,United States of America,
Medionidus walkeri,30.9869,-84.750603,United States of America,
Medionidus walkeri,30.438061,-84.28083,United States of America,
Medionidus walkeri,30.97,-85.38,United States of America,
Megalagrion jugorum,0.0,0.0,,1917.0
Megalagrion oceanicum,0.0,0.0,,1995.0
Megalagrion oceanicum,21.316,-157.803,United States of America,1994.0
Megalagrion oceanicum,21.56,-157.9,United States of America,1976.0
Megalagrion oceanicum,21.485,-157.859,United States of America,1974.0
Megalagrion oceanicum,21.0,-158.0,United States of America,1972.0
Megalagrion oceanicum,21.35,-157.72,United States of America,1971.0
Megalagrion oceanicum,19.73,-155.09,United States of America,1968.0
Megalagrion oceanicum,21.4356,-158.18586,United States of America,1933.0
Megalagrion oceanicum,21.57,-158.19,United States of America,1933.0
Megalagrion oceanicum,21.47887,-57.8602,United States of America,1929.0
Megalagrion oceanicum,21.50661,-158.15987,United States of America,1919.0
Megalagrion oceanicum,21.291426,-157.865711,United States of America,1917.0
Megalagrion oceanicum,21.354041,-157.811684,United States of America,1917.0
Megalagrion oceanicum,21.4,-158.0,United States of America,1913.0
Megalagrion oceanicum,21.45,-157.9,United States of America,1901.0
Mictocaris halope,32.349722,-64.71166,Bermuda,2008
Telmatobius sanborni,-13.83,-70.5101,Peru,1986
Telmatobius sanborni,-14.1478,-69.6889,Peru,1941
Neochanna burrowsius,-43.81106,171.430395,New Zealand,2025
Neochanna burrowsius,-43.223637,172.681241,New Zealand,2025
Neochanna burrowsius,-43.455354,171.958115,New Zealand,2024
Neochanna burrowsius,-43.377041,172.704662,New Zealand,2024
Neochanna burrowsius,-43.322385,172.708614,New Zealand,2024
Neochanna burrowsius,-43.531564,172.619171,New Zealand,2024
Neochanna burrowsius,-43.481252,171.93007,New Zealand,2024
Neochanna burrowsius,-43.421272,172.022319,New Zealand,2024
Neochanna burrowsius,-44.747086,171.037621,New Zealand,2024
Neochanna burrowsius,-43.572556,172.025111,New Zealand,2023
Neochanna burrowsius,-43.702411,172.222316,New Zealand,2023
Neochanna burrowsius,-43.615023,172.119838,New Zealand,2023
Neochanna burrowsius,-44.510249,171.182567,New Zealand,2023
Neochanna burrowsius,-44.806897,171.090527,New Zealand,2023
Neochanna burrowsius,-44.61142,171.086674,New Zealand,2023
Neochanna burrowsius,-43.566785,171.928837,New Zealand,2023
Neochanna burrowsius,-43.295965,172.095693,New Zealand,2022
Neochanna burrowsius,-43.466161,172.522596,New Zealand,2022
Neochanna burrowsius,-43.44482,171.945676,New Zealand,2022
Neochanna burrowsius,-43.692073,172.25444,New Zealand,2022
Neochanna burrowsius,-44.329002,171.204003,New Zealand,2022
Neochanna burrowsius,-44.880003,171.050006,New Zealand,2022
Neochanna burrowsius,-44.857002,170.971996,New Zealand,2022
Neochanna burrowsius,-44.489034,171.141447,New Zealand,2022
Neochanna burrowsius,-43.874551,171.656137,New Zealand,2021
Neochanna burrowsius,-43.515991,171.839839,New Zealand,2020
Neochanna burrowsius,-44.344629,171.05865,New Zealand,2020
Neochanna burrowsius,-44.368581,171.052562,New Zealand,2020
Nilssonia formosa,25.035509,96.237717,Myanmar,2022.0
Nilssonia formosa,16.036512,94.752594,Myanmar,2022.0
Nilssonia formosa,25.166798,96.296056,Myanmar,2019.0
Nilssonia formosa,14.680694,98.317528,Myanmar,2010.0
Nilssonia formosa,25.3833,97.4,Myanmar,1945.0
Nilssonia formosa,16.783333,96.166667,Myanmar,
Nilssonia formosa,22.0,98.0,Myanmar,
Nilssonia formosa,-1.54783,29.251941,"Congo, Democratic Republic of the",
Nilssonia formosa,19.32,95.18,Myanmar,
Nilssonia formosa,18.93,96.43,Myanmar,
Nilssonia formosa,19.901228,97.08892,Myanmar,
Nilssonia formosa,38.073254,104.69114,China,
Mauremys sinensis,22.989905,120.204072,Chinese Taipei,2026
Mauremys sinensis,10.212977,103.804,Viet Nam,2026
Mauremys sinensis,24.986131,121.666412,Chinese Taipei,2026
Mauremys sinensis,22.69157,120.306605,Chinese Taipei,2026
Mauremys sinensis,23.103382,120.271903,Chinese Taipei,2026
Mauremys sinensis,22.483087,114.327092,Hong Kong,2026
Mauremys sinensis,20.149773,110.344016,China,2026
Mauremys sinensis,20.148059,110.21401,China,2026
Mauremys sinensis,22.533498,114.167183,China,2026
Mauremys sinensis,25.187014,121.522759,Chinese Taipei,2026
Mauremys sinensis,23.272656,120.240896,Chinese Taipei,2026
Mauremys sinensis,31.39927,121.466616,China,2026
Mauremys sinensis,22.409244,113.982685,Hong Kong,2026
Mauremys sinensis,23.841046,120.498171,Chinese Taipei,2026
Mauremys sinensis,24.606104,120.744845,Chinese Taipei,2026
Mauremys sinensis,30.607031,104.179989,China,2026
Mauremys sinensis,24.449405,120.879329,Chinese Taipei,2026
Mauremys sinensis,25.092708,121.531753,Chinese Taipei,2026
Mauremys sinensis,25.124091,121.411303,Chinese Taipei,2026
Mauremys sinensis,23.154749,113.397156,China,2026
Mauremys sinensis,30.760849,104.022646,China,2026
Mauremys sinensis,24.455805,118.396655,Chinese Taipei,2026
Mauremys sinensis,23.763138,120.281784,Chinese Taipei,2026
Mauremys sinensis,22.651117,120.351558,Chinese Taipei,2026
Mauremys sinensis,24.207,120.597602,Chinese Taipei,2026
Mauremys sinensis,23.305835,120.352358,Chinese Taipei,2026
Mauremys sinensis,23.11803,113.358141,China,2026
Mauremys sinensis,22.381642,113.44586,China,2026
Mauremys sinensis,21.001593,105.997423,Viet Nam,2026
Mauremys sinensis,16.089083,108.184703,Viet Nam,2026
Mauremys sinensis,23.640211,120.29458,Chinese Taipei,2026
Mauremys sinensis,23.103009,113.232623,China,2026
Mauremys sinensis,25.15607,121.694793,Chinese Taipei,2026
Mauremys sinensis,25.042463,121.514627,Chinese Taipei,2026
Mauremys sinensis,23.233353,120.299153,Chinese Taipei,2026
Mauremys sinensis,24.323531,120.554203,Chinese Taipei,2026
Mauremys sinensis,22.474075,114.072646,China,2026
Mauremys sinensis,30.74023,104.026119,China,2026
Mauremys sinensis,22.954494,115.642558,China,2026
Mauremys sinensis,25.043568,121.591956,Chinese Taipei,2026
Mauremys sinensis,22.625122,120.29905,Chinese Taipei,2026
Mauremys sinensis,23.827097,120.801578,Chinese Taipei,2026
Mauremys sinensis,24.267813,120.792815,Chinese Taipei,2026
Mauremys sinensis,23.552043,119.60643,Chinese Taipei,2026
Mauremys sinensis,24.652117,120.890194,Chinese Taipei,2026
Mauremys sinensis,31.682489,119.985439,China,2026
Mauremys sinensis,16.107993,108.319726,Viet Nam,2026
Mauremys sinensis,25.059998,121.592994,Chinese Taipei,2026
Mauremys sinensis,24.554386,120.811147,Chinese Taipei,2026
Mauremys sinensis,23.48212,120.469003,Chinese Taipei,2026
Mauremys sinensis,23.296579,120.305958,Chinese Taipei,2026
Mauremys sinensis,22.749972,120.593278,Chinese Taipei,2026
Mauremys sinensis,22.539709,120.5893,Chinese Taipei,2026
Mauremys sinensis,23.729123,120.496848,Chinese Taipei,2026
Mauremys sinensis,22.911022,120.555095,Chinese Taipei,2026
Mauremys sinensis,21.138372,105.886663,Viet Nam,2026
Mauremys sinensis,21.086713,105.987594,Viet Nam,2026
Mauremys sinensis,24.158457,120.667549,Chinese Taipei,2026
Mauremys sinensis,23.303244,113.396732,China,2026
Mauremys sinensis,22.782735,113.870852,China,2026
Mauremys sinensis,22.588327,114.16431,China,2026
Mauremys sinensis,40.326777,-3.75597,Spain,2026
Mauremys sinensis,48.944494,2.324353,France,2026
Mauremys sinensis,26.349326,119.550165,China,2026
Mauremys sinensis,22.470868,114.884469,China,2026
