internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
4207,Cercocebus chrysogaster,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercocebus,chrysogaster,,,,,"Lydekker, 1900","Cercocebus chrysogaster is poorly known. There are no detailed studies of the species, which is documented by fewer than 20 specimens (Ehardt and Butynksi 2013). The species has alternately been assigned as a subspecies of Cercocebus agilis or Cercocebus galeritus but retained as a separate species by Groves (2005). The species range currently consists of two allopatric populations. The western population and eastern population are reported to have differences in pelage (Groves 1978). Photographs suggest that western animals are more brightly coloured than eastern animals (J. Hart unpublished data 2010). Occurrence of outliers in the original description of the species’ range may be attributed to records of captive animals that originated from other areas (Groves 1978, Gautier-Hion et al. 1999)."
4200,Cercocebus galeritus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercocebus,galeritus,,,,,"Peters, 1879",""
39853,Trachypithecus francoisi,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,francoisi,,,,,"(Pousargues, 1898)","There is some interbreeding of released Francois’ langurs with Trachypithecus leucocephalus south and east of the River Zuo in Guangxi, China (Groves 2001)."
22043,Trachypithecus delacouri,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,delacouri,,,,,"(Osgood, 1932)","This taxon was formerly considered as a subspecies of Trachypithecus francoisi. The taxon was elevated to species level by Brandon-Jones (1984) and Groves (2001), the later conclusion being supported by molecular genetic studies (Roos 2003, 2004) and parasitological findings (May 1994)."
22044,Trachypithecus laotum,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,laotum,,,,,"(Thomas, 1911)","This taxon, here considered monotypic, was regarded in the 1960s–1990s as conspecific with Trachypithecus francoisi (Steinmetz et al. 2011). A variety of later classifications have been suggested, all based on inadequate primary information for confidence in their value. For example, Roos et al. (2007) proposed the species T. laotum to contain also the subspecies T. l. hatinhensis (with T. [auratus] ebenus as provisionally synonymous with T. l. hatinhensis). It is here considered a distinct species (as per Roos et al. 2014), though its classification in relation to T. ebenus and T. hatinhensis cannot be resolved without additional primary information."
22042,Semnopithecus vetulus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Semnopithecus,vetulus,,,,,"(Erxleben, 1777)","Mitochondrial DNA studies now classify Trachypithecus vetlus and Trachypithecus johnii under the genus Semnopithecus (Osterholz et al. 2008, Wang et al. 2012). Four subspecies of Semnopithecus vetulus are recognized, namely: vetulus, monticola, nestor, and philbricki. An additional subspecies, S. v. harti, is also recognized by some experts, but is here included as a synonym of S. v. philbricki (Groves 2001).Southern Purple Faced Langur, Semnopithecus vetulus vetulus (Erxleben 1777): Southwestern Sri Lanka in the Wet Zone, from Kalu Ganga (River) to Ranna in the south up to an elevation of 1,000 m.Highland Purple Faced Langur, Semnopithecus vetulus monticola (Kelaart, 1850): Central Sri Lanka (1,000-2,200 m).Western Purple Faced Langur, Semnopithecus vetulus nestor (Bennett, 1833): Western Sri Lanka in the Wet Zone North of Kalu Ganga (River), up to 1,000 m elevation.Northern Purple Faced Langur, Semnopithecus vetulus philbricki (Philips, 1927): Northern and Eastern Sri Lanka in the Dry Zone, up to 1,500 m."
39871,Trachypithecus poliocephalus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,poliocephalus,,,,,"(Pousargues, 1898)","Formerly considered comprising two subspecies, Trachypithecus poliocephalus poliocephalus Trouessart, 1911, and T. p. leucocephalus Tan, 1955 (Groves 2001, 2005; Roos et al. 2007), Groves (2007) and Nadler (2013a,b) considered leucocephalus to be a full species (Roos et al. 2014). Now, T. poliocephalus (formerly T. p. poliocephalus) is a monotypic species"
22039,Trachypithecus obscurus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,obscurus,,,,,"(Reid, 1837)","Seven subspecies are currently recognized: Trachypithecus obscurus carbo, T. o. flavicauda, T. o. halonifer, T. o. obscurus, T. o. sanctorum, T. o. seimundi, and T. o. styx. It may be that the blackish insular subspecies (carbo, halonifer, seimundi, styx) represent a distinct taxon which has been entirely replaced on the mainland by the contrastingly toned T. obscurus."
39869,Trachypithecus shortridgei,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,shortridgei,,,,,"Wroughton, 1915","Originally included in Trachypithecus pileatus, T. shortridgei was recognised as a separate species by Groves (2001)."
136791,Rungwecebus kipunji,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Rungwecebus,kipunji,,,,,"(Ehardt, Butynski, Jones &amp; Davenport, 2005)","Africa's most recently discovered (2003) and described (2006) genus of monkey (Davenport et al. 2006). Originally allocated to the genus Lophocebus (Jones et al. 2005), but later placed in the monotypic genus Rungwecebus by Davenport et al. (2006) on the basis of molecular and morphological data. The genus to which R. kipunji belongs was questioned by Ehardt and Butynski (2006), but considerable further evidence supports the phylogenetic position and taxonomic status of Rungwecebus (Olson et al. 2008, Roberts et al. 2009). The evolutionary implications of Rungwecebus being a sister taxon to Papio are considerable (Olson et al. 2008, Davenport 2013)."
40652,Paragalago rondoensis,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Paragalago,rondoensis,,,,,"(Honess in Kingdon, 1997)","First collected from sites in SE Tanzania (near Newala, Makonde Plateau, in 1953, and Rondo Plateau in 1955) and provisionally identified by R.W. Hayman (in litt.) as Demidoff’s galago Galago demidovii and later Galago demidovii orinus (Jenkins 1987, Honess 1996) due to its small size and morphology. First recognised and described as a species, based on differences in vocalisations and morphology by Honess and Bearder (1996) and subsequently accepted by Groves (2001) and Grubb et al. (2003).A phylogenetic analysis of the lorisiform primates by Pozzi et al. (2015) showed that Galagoides demidoff and G. thomasi comprise a clade entirely separate from the remaining species currently placed in the genus Galagoides: G. rondoensis, G. orinus, G. zanzibaricus, G. cocos and G. granti. This latter group is sister to Galago É. Geoffroy Saint-Hilaire 1796, with the two lineages diverging about 15 mya, and has been attributed to a separate genus Paragalago Masters et al. 2017. Galagoides is now restricted to the western forms: demidoff (G. Fischer, 1806), thomasi (Elliot, 1907), and kumbirensis Svensson, Bersacola, Mills, Munds, Nijman, Perkin, Masters, Couette, Nekaris and Bearder, 2017."
